ID,Age_Bin,Years_Since_Last_Promotion_Bin,Monthly_Income_Bin,Training_Hours_Last_Year_Bin,Distance_From_Home_Bin,Years_at_Company_Bin,Years_in_Current_Role_Bin,Project_Count_Bin,Absenteeism_Bin,Average_Hours_Worked_Per_Week_Bin,Hourly_Rate_Bin,Work_Life_Balance_Bin,Relationship_with_Manager_Bin,Job_Involvement_Bin,Job_Satisfaction_Bin,Performance_Rating_Bin,Work_Environment_Satisfaction_Bin,Job_Level_Bin,Number_of_Companies_Worked_Bin,Gender_Bin,Job_Role_Manager_Bin,Job_Role_Assistant_Bin,Department_HR_Bin,Department_Marketing_Bin,Marital_Status_Married_Bin,Attrition
14861,46-60,6-10,<=30k,11-30,11-20km,11-20,7-10,7+,11+,46-60,41-60,Good,Average,Low,Low,Below Avg,High,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14862,36-45,6-10,<=30k,31-60,20km+,11-20,4-6,7+,0-2,46-60,41-60,Fair,Poor,Medium,Very High,Below Avg,High,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14863,36-45,3-5,<=30k,31-60,20km+,20+,7-10,3-4,11+,31-45,<=40,Poor,Average,Low,Moderate,Average,Low,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14864,36-45,3-5,<=30k,60+,20km+,11-20,7-10,5-6,3-5,46-60,81-100,Good,Poor,Low,Very Low,Below Avg,Moderate,Level 2,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14865,26-35,3-5,<=30k,60+,20km+,6-10,2-3,7+,11+,46-60,81-100,Fair,Poor,Medium,High,Below Avg,Moderate,Level 4,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14866,36-45,3-5,<=30k,31-60,11-20km,6-10,7-10,5-6,11+,31-45,41-60,Good,Average,Low,Moderate,Below Avg,High,Level 1,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14867,36-45,3-5,<=30k,60+,20km+,6-10,2-3,5-6,6-10,46-60,81-100,Fair,Poor,Low,High,Below Avg,High,Level 5,3-5,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14868,26-35,0,<=30k,60+,11-20km,11-20,4-6,3-4,6-10,46-60,81-100,Fair,Average,Low,High,Below Avg,Low,Level 4,3-5,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14869,46-60,3-5,<=30k,11-30,11-20km,11-20,10+,7+,3-5,31-45,<=40,Poor,Poor,Low,Moderate,Average,Moderate,Level 3,1-2,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14870,46-60,6-10,<=30k,31-60,20km+,11-20,7-10,5-6,3-5,46-60,<=40,Excellent,Good,High,High,Below Avg,High,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14871,26-35,3-5,<=30k,60+,20km+,6-10,0-1,7+,11+,31-45,61-80,Good,Poor,Low,High,Below Avg,Low,Level 5,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14872,36-45,3-5,<=30k,31-60,20km+,11-20,2-3,3-4,6-10,31-45,<=40,Good,Good,Medium,Very Low,Below Avg,High,Level 1,1-2,Female,Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14873,26-35,6-10,<=30k,60+,20km+,20+,4-6,<=2,0-2,31-45,<=40,Poor,Poor,Low,Moderate,Average,Moderate,Level 4,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14874,26-35,3-5,<=30k,31-60,11-20km,2-5,2-3,3-4,11+,31-45,<=40,Fair,Poor,Medium,High,Average,High,Level 1,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14875,18-25,3-5,<=30k,31-60,0-5km,2-5,7-10,3-4,11+,46-60,<=40,Fair,Poor,Low,Low,Below Avg,High,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14876,46-60,3-5,<=30k,31-60,20km+,20+,7-10,5-6,6-10,46-60,41-60,Poor,Good,Medium,Very Low,Average,Moderate,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14877,36-45,3-5,<=30k,60+,20km+,11-20,7-10,5-6,6-10,31-45,61-80,Poor,Poor,High,Very Low,Good,High,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14878,36-45,3-5,<=30k,11-30,11-20km,11-20,0-1,7+,6-10,31-45,61-80,Fair,Average,Low,Very High,Average,High,Level 4,1-2,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14879,36-45,3-5,<=30k,60+,20km+,11-20,2-3,7+,11+,31-45,41-60,Good,Poor,Medium,Moderate,Below Avg,High,Level 4,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14880,46-60,3-5,<=30k,0-10,20km+,11-20,10+,5-6,6-10,31-45,<=40,Fair,Poor,Low,Very Low,Average,Low,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14881,26-35,3-5,<=30k,31-60,20km+,11-20,7-10,7+,11+,31-45,81-100,Good,Poor,Low,Moderate,Below Avg,Moderate,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Marketing,Married,Attrition_Yes
14882,26-35,6-10,<=30k,60+,20km+,11-20,7-10,5-6,11+,46-60,41-60,Excellent,Average,Low,Very Low,Below Avg,Very High,Level 2,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14883,26-35,6-10,<=30k,31-60,11-20km,11-20,0-1,7+,11+,31-45,81-100,Fair,Poor,Low,High,Below Avg,Moderate,Level 1,1-2,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14884,26-35,3-5,<=30k,31-60,20km+,11-20,10+,3-4,11+,31-45,61-80,Good,Average,Low,High,Below Avg,Moderate,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
14885,46-60,1-2,<=30k,31-60,20km+,2-5,10+,5-6,6-10,31-45,61-80,Fair,Poor,Low,High,Average,Low,Level 4,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14886,46-60,1-2,<=30k,31-60,20km+,6-10,4-6,<=2,11+,31-45,<=40,Good,Average,Low,High,Good,High,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14887,36-45,3-5,<=30k,60+,20km+,11-20,10+,3-4,6-10,31-45,41-60,Fair,Poor,Low,Low,Below Avg,High,Level 2,1-2,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14888,36-45,3-5,<=30k,11-30,11-20km,11-20,4-6,<=2,3-5,31-45,81-100,Fair,Poor,Medium,Low,Average,Moderate,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14889,26-35,3-5,<=30k,11-30,11-20km,20+,7-10,3-4,11+,31-45,41-60,Good,Average,Medium,Low,Below Avg,Moderate,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14890,36-45,3-5,<=30k,60+,20km+,11-20,4-6,5-6,11+,31-45,41-60,Fair,Poor,Medium,Very Low,Below Avg,Very High,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14891,36-45,0,<=30k,11-30,20km+,6-10,10+,7+,11+,31-45,<=40,Poor,Poor,High,Moderate,Below Avg,Low,Level 3,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14892,46-60,1-2,<=30k,31-60,20km+,11-20,7-10,<=2,11+,31-45,<=40,Good,Average,Low,Low,Average,High,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14893,36-45,3-5,<=30k,60+,20km+,2-5,7-10,5-6,11+,31-45,41-60,Poor,Average,Low,High,Below Avg,Moderate,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14894,36-45,3-5,<=30k,60+,20km+,6-10,0-1,5-6,11+,31-45,41-60,Poor,Good,Medium,Low,Average,Low,Level 1,1-2,Female,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_Yes
14895,18-25,6-10,<=30k,31-60,20km+,20+,2-3,7+,11+,31-45,81-100,Good,Poor,Medium,Low,Below Avg,Moderate,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14896,46-60,0,<=30k,31-60,11-20km,20+,7-10,7+,6-10,46-60,81-100,Good,Poor,Medium,Moderate,Average,High,Level 2,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14897,36-45,0,<=30k,60+,11-20km,20+,7-10,<=2,11+,31-45,81-100,Poor,Average,Medium,Very Low,Average,Moderate,Level 3,3-5,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14898,36-45,3-5,<=30k,11-30,11-20km,2-5,4-6,3-4,11+,46-60,81-100,Excellent,Poor,Medium,High,Average,High,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14899,36-45,6-10,<=30k,60+,20km+,11-20,7-10,3-4,11+,31-45,61-80,Poor,Poor,Low,Very Low,Average,Moderate,Level 2,1-2,Female,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_Yes
14900,46-60,3-5,<=30k,11-30,11-20km,20+,7-10,7+,0-2,31-45,61-80,Good,Poor,Medium,Moderate,Average,High,Level 1,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14901,36-45,6-10,<=30k,31-60,11-20km,6-10,2-3,5-6,0-2,31-45,81-100,Poor,Average,Medium,High,Average,Very High,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14902,36-45,6-10,<=30k,31-60,20km+,20+,10+,5-6,0-2,46-60,41-60,Good,Poor,Medium,Very Low,Good,Low,Level 1,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14903,46-60,6-10,<=30k,60+,20km+,2-5,4-6,5-6,6-10,46-60,41-60,Fair,Poor,Medium,Moderate,Average,Moderate,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14904,26-35,1-2,<=30k,11-30,20km+,6-10,2-3,5-6,11+,46-60,41-60,Poor,Average,Low,Low,Below Avg,High,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14905,18-25,1-2,<=30k,31-60,20km+,6-10,4-6,5-6,11+,31-45,<=40,Fair,Poor,Low,Very Low,Below Avg,Moderate,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14906,26-35,3-5,<=30k,11-30,11-20km,11-20,7-10,5-6,6-10,31-45,61-80,Good,Poor,Medium,High,Below Avg,Moderate,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14907,46-60,1-2,<=30k,31-60,11-20km,20+,4-6,3-4,11+,46-60,<=40,Poor,Average,Medium,Low,Average,Low,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14908,18-25,1-2,<=30k,11-30,20km+,11-20,7-10,<=2,11+,31-45,41-60,Poor,Poor,Low,High,Below Avg,Moderate,Level 1,1-2,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14909,46-60,1-2,<=30k,60+,11-20km,11-20,2-3,5-6,6-10,46-60,61-80,Fair,Average,Medium,Low,Below Avg,Very High,Level 3,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14910,36-45,6-10,<=30k,11-30,0-5km,11-20,2-3,<=2,6-10,31-45,61-80,Poor,Good,Low,Low,Average,Moderate,Level 3,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14911,46-60,1-2,<=30k,11-30,20km+,2-5,10+,7+,6-10,31-45,<=40,Poor,Average,Medium,Low,Below Avg,High,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14912,26-35,0,<=30k,31-60,20km+,6-10,7-10,7+,11+,31-45,41-60,Fair,Poor,Medium,Very Low,Below Avg,Moderate,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14913,36-45,3-5,<=30k,31-60,20km+,20+,4-6,7+,3-5,31-45,61-80,Poor,Poor,Low,Very Low,Below Avg,Low,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14914,26-35,3-5,<=30k,60+,11-20km,6-10,7-10,3-4,11+,46-60,<=40,Fair,Good,Medium,Very Low,Below Avg,Low,Level 2,1-2,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14915,36-45,3-5,<=30k,31-60,20km+,11-20,2-3,<=2,11+,31-45,<=40,Good,Good,Medium,Moderate,Average,Low,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14916,26-35,3-5,<=30k,60+,20km+,20+,4-6,7+,11+,46-60,<=40,Poor,Poor,Medium,Low,Average,High,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14917,18-25,3-5,<=30k,31-60,20km+,6-10,2-3,7+,11+,31-45,81-100,Excellent,Poor,Medium,Moderate,Average,Moderate,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14918,36-45,3-5,<=30k,60+,20km+,11-20,4-6,5-6,11+,31-45,<=40,Fair,Poor,Low,High,Below Avg,Moderate,Level 3,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14919,46-60,3-5,<=30k,31-60,6-10km,11-20,7-10,5-6,11+,31-45,<=40,Poor,Poor,Low,Low,Below Avg,Low,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14920,36-45,3-5,<=30k,31-60,6-10km,11-20,7-10,3-4,11+,31-45,41-60,Fair,Poor,Low,High,Average,Low,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14921,18-25,3-5,<=30k,0-10,20km+,20+,4-6,5-6,6-10,31-45,<=40,Good,Average,Low,Moderate,Below Avg,Very High,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14922,36-45,6-10,<=30k,31-60,20km+,6-10,4-6,7+,11+,31-45,41-60,Poor,Poor,Low,Very Low,Below Avg,High,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14923,26-35,6-10,<=30k,60+,20km+,6-10,10+,3-4,11+,31-45,41-60,Poor,Good,Low,Very Low,Average,Moderate,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14924,46-60,3-5,<=30k,31-60,20km+,6-10,7-10,7+,11+,31-45,81-100,Poor,Average,Medium,Moderate,Below Avg,Moderate,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14925,26-35,1-2,<=30k,0-10,20km+,11-20,7-10,3-4,11+,46-60,<=40,Excellent,Poor,Medium,Moderate,Below Avg,Low,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14926,46-60,1-2,<=30k,31-60,20km+,6-10,2-3,3-4,3-5,46-60,<=40,Fair,Poor,Medium,Moderate,Average,Moderate,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14927,36-45,1-2,<=30k,60+,0-5km,11-20,4-6,5-6,6-10,46-60,81-100,Poor,Poor,Medium,Moderate,Below Avg,High,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14928,36-45,6-10,<=30k,60+,20km+,6-10,10+,5-6,6-10,31-45,61-80,Fair,Poor,Low,Moderate,Average,Low,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14929,36-45,6-10,<=30k,11-30,11-20km,20+,0-1,5-6,11+,31-45,81-100,Poor,Poor,Medium,Very Low,Below Avg,Low,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14930,46-60,3-5,<=30k,60+,11-20km,11-20,7-10,<=2,6-10,31-45,81-100,Fair,Poor,Low,Low,Average,High,Level 1,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14931,26-35,3-5,<=30k,31-60,20km+,11-20,4-6,5-6,6-10,31-45,61-80,Poor,Poor,Medium,Very Low,Average,High,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14932,36-45,1-2,<=30k,11-30,11-20km,11-20,10+,7+,0-2,31-45,41-60,Fair,Poor,Low,Very High,Below Avg,High,Level 1,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14933,46-60,3-5,<=30k,60+,6-10km,11-20,2-3,7+,3-5,46-60,61-80,Fair,Average,Medium,Very Low,Below Avg,High,Level 4,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14934,36-45,6-10,<=30k,31-60,6-10km,20+,4-6,5-6,11+,46-60,<=40,Fair,Average,High,Moderate,Below Avg,Moderate,Level 5,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14935,36-45,3-5,<=30k,60+,20km+,2-5,2-3,<=2,11+,46-60,61-80,Good,Average,High,Moderate,Average,Moderate,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14936,46-60,6-10,<=30k,31-60,20km+,20+,10+,3-4,3-5,31-45,<=40,Fair,Average,Medium,Very Low,Good,Low,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14937,18-25,3-5,<=30k,11-30,20km+,11-20,4-6,3-4,11+,46-60,61-80,Fair,Poor,Low,Moderate,Below Avg,Moderate,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14938,26-35,6-10,<=30k,60+,20km+,11-20,7-10,3-4,11+,46-60,81-100,Poor,Poor,Low,Moderate,Below Avg,Moderate,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14939,36-45,3-5,<=30k,31-60,11-20km,20+,10+,<=2,11+,46-60,61-80,Fair,Average,Medium,Moderate,Average,Low,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14940,36-45,6-10,<=30k,60+,20km+,11-20,7-10,7+,6-10,31-45,81-100,Fair,Poor,Low,High,Below Avg,Low,Level 4,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14941,26-35,6-10,<=30k,31-60,6-10km,20+,7-10,5-6,11+,31-45,41-60,Good,Good,Medium,Low,Below Avg,High,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14942,36-45,0,<=30k,31-60,11-20km,2-5,7-10,5-6,0-2,46-60,<=40,Poor,Poor,Low,Very Low,Good,High,Level 2,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14943,46-60,6-10,<=30k,0-10,20km+,20+,2-3,5-6,3-5,31-45,81-100,Fair,Poor,High,High,Below Avg,Moderate,Level 2,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14944,26-35,6-10,<=30k,0-10,11-20km,20+,10+,7+,11+,46-60,81-100,Poor,Poor,Low,Moderate,Average,Moderate,Level 5,1-2,Female,Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14945,36-45,6-10,<=30k,0-10,20km+,11-20,10+,3-4,11+,46-60,81-100,Good,Poor,High,Very Low,Below Avg,Low,Level 2,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14946,26-35,1-2,<=30k,60+,20km+,11-20,10+,3-4,6-10,<=30,41-60,Fair,Poor,Medium,Low,Below Avg,Very High,Level 4,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14947,36-45,1-2,<=30k,60+,20km+,11-20,7-10,5-6,11+,46-60,<=40,Fair,Poor,Low,Low,Below Avg,Moderate,Level 4,1-2,Female,Not Manager,Not Assistant,HR,Not Marketing,Married,Attrition_Yes
14948,46-60,3-5,<=30k,60+,20km+,6-10,10+,3-4,3-5,31-45,81-100,Good,Average,Medium,Moderate,Good,Low,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14949,18-25,3-5,<=30k,31-60,20km+,11-20,7-10,5-6,11+,46-60,41-60,Good,Poor,Low,Moderate,Average,Moderate,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14950,36-45,1-2,<=30k,11-30,20km+,20+,4-6,5-6,11+,46-60,81-100,Good,Poor,Low,Low,Below Avg,High,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14951,36-45,6-10,<=30k,60+,20km+,11-20,4-6,3-4,6-10,31-45,<=40,Poor,Average,Low,Very Low,Below Avg,Low,Level 5,3-5,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14952,36-45,3-5,<=30k,11-30,11-20km,11-20,7-10,3-4,6-10,31-45,<=40,Fair,Average,Low,Moderate,Below Avg,Moderate,Level 1,1-2,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14953,26-35,3-5,<=30k,31-60,20km+,6-10,4-6,7+,11+,31-45,<=40,Good,Average,Medium,Very High,Average,High,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14954,36-45,3-5,<=30k,31-60,20km+,20+,4-6,5-6,3-5,46-60,<=40,Good,Average,Medium,Very Low,Good,High,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14955,36-45,6-10,<=30k,31-60,20km+,11-20,7-10,5-6,6-10,46-60,41-60,Fair,Average,Low,Very Low,Below Avg,Very High,Level 1,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14956,36-45,3-5,<=30k,60+,20km+,11-20,4-6,5-6,0-2,46-60,41-60,Fair,Poor,Low,High,Below Avg,Low,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14957,36-45,6-10,<=30k,60+,20km+,11-20,2-3,<=2,11+,46-60,41-60,Poor,Average,Low,Moderate,Average,Moderate,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14958,26-35,0,<=30k,60+,6-10km,20+,7-10,5-6,3-5,31-45,41-60,Poor,Poor,Low,High,Average,Low,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14959,36-45,1-2,<=30k,60+,6-10km,11-20,4-6,<=2,11+,46-60,61-80,Poor,Poor,Medium,High,Good,Moderate,Level 2,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14960,46-60,6-10,<=30k,60+,20km+,6-10,7-10,5-6,11+,31-45,81-100,Fair,Poor,Low,Low,Below Avg,Low,Level 2,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14961,36-45,6-10,<=30k,31-60,20km+,20+,7-10,3-4,0-2,46-60,61-80,Poor,Poor,Medium,Very Low,Average,Moderate,Level 2,1-2,Female,Not Manager,Assistant,Not HR,Marketing,Not Married,Attrition_Yes
14962,26-35,6-10,<=30k,31-60,6-10km,6-10,7-10,3-4,6-10,46-60,61-80,Fair,Average,Medium,Moderate,Below Avg,High,Level 5,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14963,26-35,3-5,<=30k,60+,6-10km,6-10,4-6,3-4,6-10,46-60,<=40,Fair,Poor,Low,Low,Good,Moderate,Level 3,1-2,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14964,26-35,6-10,<=30k,11-30,20km+,2-5,4-6,5-6,3-5,31-45,61-80,Poor,Poor,Medium,High,Below Avg,Low,Level 3,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14965,26-35,6-10,<=30k,11-30,0-5km,6-10,7-10,5-6,0-2,31-45,<=40,Fair,Poor,Low,High,Below Avg,Low,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14966,26-35,3-5,<=30k,11-30,11-20km,6-10,7-10,<=2,11+,46-60,41-60,Poor,Average,Low,Moderate,Good,Low,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14967,46-60,3-5,<=30k,31-60,11-20km,6-10,4-6,5-6,11+,46-60,61-80,Good,Poor,Low,Moderate,Below Avg,High,Level 1,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14968,26-35,6-10,<=30k,11-30,20km+,2-5,2-3,7+,11+,46-60,81-100,Fair,Average,Low,High,Average,High,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14969,26-35,3-5,<=30k,60+,11-20km,11-20,4-6,<=2,6-10,46-60,41-60,Good,Poor,Low,Moderate,Average,Moderate,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14970,36-45,3-5,<=30k,60+,11-20km,11-20,10+,3-4,6-10,46-60,61-80,Fair,Poor,Low,Moderate,Below Avg,Low,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14971,36-45,1-2,<=30k,31-60,20km+,11-20,10+,5-6,3-5,31-45,61-80,Fair,Poor,Low,Very Low,Below Avg,Moderate,Level 1,3-5,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14972,46-60,1-2,<=30k,60+,20km+,6-10,7-10,5-6,6-10,31-45,81-100,Good,Good,Medium,Moderate,Average,Moderate,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14973,26-35,6-10,<=30k,31-60,11-20km,2-5,10+,<=2,6-10,46-60,<=40,Excellent,Poor,Low,Moderate,Below Avg,High,Level 5,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14974,36-45,6-10,<=30k,31-60,20km+,20+,4-6,5-6,3-5,31-45,61-80,Good,Poor,Low,Moderate,Average,High,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
